query	GT_extended
EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query1	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_0_s_1_0_oc
EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query1	EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_2_oc
EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query1	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_0_7_oc
EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query1	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_0_s_1_2_oc
EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query1	EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_oc
EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_0_s_0_7_oc
EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc
EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_0_oc
EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2	EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_0_7_oc
EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_0_s_1_0_oc
EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2	EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_2_oc
EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_0_7_oc
EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_0_s_1_2_oc
EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2	EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_oc
EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query1	EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_0_7_cc_0
EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query1	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_0_7_cc_0
EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query1	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_0_s_1_2_cc_0
EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query1	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_cc_0
EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query1	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_0_s_0_7_cc_0
EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query1	EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_2_cc_0
EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query1	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_0_s_1_0_cc_0
EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query1	EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0
EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query1	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_0_cc_0
EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query2	EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_0_7_cc_0
EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query2	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_0_7_cc_0
EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query2	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_0_s_1_2_cc_0
EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query2	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_cc_0
EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query2	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_0_s_0_7_cc_0
EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query2	EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_2_cc_0
EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query2	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_0_s_1_0_cc_0
EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query2	EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0
EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query2	EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_0_cc_0
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_1_0_s_1_2_cc_2
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_1_2_s_0_7_cc_2
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_1_0_s_1_2_cc_0
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_1_2_s_0_7_cc_0
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_1_2_s_0_7_cc_1
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_1_0_s_1_2_cc_1
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_0_7_s_0_7_cc_2
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_0_7_s_0_7_cc_1
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_0_7_s_0_7_cc_0
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_0_7_s_1_2_cc_1
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_0_7_s_1_2_cc_0
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_0_7_s_1_2_cc_2
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_1_0_s_0_7_cc_0
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_1_2_s_1_2_cc_0
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_1_2_s_1_2_cc_1
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_1_0_s_0_7_cc_1
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_1_0_s_0_7_cc_2
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_1_2_s_1_2_cc_2
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_1_0_s_1_0_cc_0
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_1_0_s_1_0_cc_1
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_1_0_s_1_0_cc_2
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_1_2_s_1_0_cc_2
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_1_2_s_1_0_cc_0
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_1_2_s_1_0_cc_1
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_0_7_s_1_0_cc_2
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_0_7_s_1_0_cc_1
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1	EX_SPEC_GREMLIN_sw_0_7_s_1_0_cc_0
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_1_0_s_1_2_cc_2
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_1_2_s_0_7_cc_2
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_1_0_s_1_2_cc_0
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_1_2_s_0_7_cc_0
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_1_2_s_0_7_cc_1
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_1_0_s_1_2_cc_1
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_0_7_s_0_7_cc_2
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_0_7_s_0_7_cc_1
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_0_7_s_0_7_cc_0
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_0_7_s_1_2_cc_1
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_0_7_s_1_2_cc_0
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_0_7_s_1_2_cc_2
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_1_0_s_0_7_cc_0
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_1_2_s_1_2_cc_0
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_1_2_s_1_2_cc_1
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_1_0_s_0_7_cc_1
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_1_0_s_0_7_cc_2
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_1_2_s_1_2_cc_2
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_1_0_s_1_0_cc_0
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_1_0_s_1_0_cc_1
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_1_0_s_1_0_cc_2
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_1_2_s_1_0_cc_2
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_1_2_s_1_0_cc_0
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_1_2_s_1_0_cc_1
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_0_7_s_1_0_cc_2
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_0_7_s_1_0_cc_1
EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2	EX_SPEC_GREMLIN_sw_0_7_s_1_0_cc_0
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_0_7_s_0_7_cc_2
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_0_7_s_0_7_cc_1
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_0_7_s_0_7_cc_0
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_2_cc_2
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_0_7_cc_2
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_2_cc_0
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_0_7_cc_0
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_0_7_cc_1
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_2_cc_1
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_0_7_cc_0
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_1_2_cc_0
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_1_2_cc_1
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_0_7_cc_1
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_0_7_cc_2
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_1_2_cc_2
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_0_7_s_1_2_cc_1
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_0_7_s_1_2_cc_0
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_0_7_s_1_2_cc_2
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_cc_0
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_cc_1
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_cc_2
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_0_7_s_1_0_cc_2
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_0_7_s_1_0_cc_1
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_0_7_s_1_0_cc_0
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_1_0_cc_2
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_1_0_cc_0
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1	EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_1_0_cc_1
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_0_7_s_0_7_cc_2
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_0_7_s_0_7_cc_1
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_0_7_s_0_7_cc_0
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_2_cc_2
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_0_7_cc_2
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_2_cc_0
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_0_7_cc_0
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_0_7_cc_1
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_2_cc_1
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_0_7_cc_0
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_1_2_cc_0
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_1_2_cc_1
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_0_7_cc_1
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_0_7_cc_2
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_1_2_cc_2
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_0_7_s_1_2_cc_1
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_0_7_s_1_2_cc_0
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_0_7_s_1_2_cc_2
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_cc_0
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_cc_1
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_cc_2
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_0_7_s_1_0_cc_2
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_0_7_s_1_0_cc_1
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_0_7_s_1_0_cc_0
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_1_0_cc_2
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_1_0_cc_0
EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2	EX_SPEC_MARK_DISPLACEMENT_sw_1_2_s_1_0_cc_1
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1	EX_SPEC_SARS_COV_2_sw_1_2_s_0_7_cc_2
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1	EX_SPEC_SARS_COV_2_sw_1_0_s_1_2_cc_2
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1	EX_SPEC_SARS_COV_2_sw_1_2_s_0_7_cc_0
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1	EX_SPEC_SARS_COV_2_sw_1_0_s_1_2_cc_0
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1	EX_SPEC_SARS_COV_2_sw_1_0_s_1_2_cc_1
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1	EX_SPEC_SARS_COV_2_sw_1_2_s_0_7_cc_1
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1	EX_SPEC_SARS_COV_2_sw_0_7_s_0_7_cc_2
