,query_file,query_type,target_embedding_type,smallest_k_matched
52,BRUSH_sw_0_7_s_0_7_cc_1_query2.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,164
53,BRUSH_sw_0_7_s_0_7_cc_1_query2.txt,alt_0_2_4_llm_fs_single,image,160
54,BRUSH_sw_0_7_s_0_7_cc_1_query2.txt,alt_0_2_4_llm_fs_single,spec,82
55,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query2.txt,alt_0_2_4_llm_fs_single,text,1763
56,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query2.txt,alt_0_2_4_llm_fs_single,text_0_2_4,1854
57,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query2.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,511
58,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query2.txt,alt_0_2_4_llm_fs_single,image,400
59,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query2.txt,alt_0_2_4_llm_fs_single,spec,1629
60,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_1_2_oc_query.txt,alt_0_2_4_llm_fs_single,text,1
61,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_1_2_oc_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4,1
62,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_1_2_oc_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,1
63,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_1_2_oc_query.txt,alt_0_2_4_llm_fs_single,image,1
64,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_1_2_oc_query.txt,alt_0_2_4_llm_fs_single,spec,472
65,EX_SPEC_CIRCULR_RANGE_sw_0_7_s_1_2_cc_1_query.txt,alt_0_2_4_llm_fs_single,text,1
66,EX_SPEC_CIRCULR_RANGE_sw_0_7_s_1_2_cc_1_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4,1
67,EX_SPEC_CIRCULR_RANGE_sw_0_7_s_1_2_cc_1_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,1
68,EX_SPEC_CIRCULR_RANGE_sw_0_7_s_1_2_cc_1_query.txt,alt_0_2_4_llm_fs_single,image,2
69,EX_SPEC_CIRCULR_RANGE_sw_0_7_s_1_2_cc_1_query.txt,alt_0_2_4_llm_fs_single,spec,575
70,multi_layer_circular_m_2_s_0_5_cc_0_query.txt,alt_0_2_4_llm_fs_single,text,18
71,multi_layer_circular_m_2_s_0_5_cc_0_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4,33
72,multi_layer_circular_m_2_s_0_5_cc_0_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,1
73,multi_layer_circular_m_2_s_0_5_cc_0_query.txt,alt_0_2_4_llm_fs_single,image,35
74,multi_layer_circular_m_2_s_0_5_cc_0_query.txt,alt_0_2_4_llm_fs_single,spec,21
75,overview-landing_cc_0_query3.txt,alt_0_2_4_llm_fs_single,text,479
76,overview-landing_cc_0_query3.txt,alt_0_2_4_llm_fs_single,text_0_2_4,664
77,overview-landing_cc_0_query3.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,45
78,overview-landing_cc_0_query3.txt,alt_0_2_4_llm_fs_single,image,247
79,overview-landing_cc_0_query3.txt,alt_0_2_4_llm_fs_single,spec,651
80,overview-landing_cc_0_query2.txt,alt_0_2_4_llm_fs_single,text,304
81,overview-landing_cc_0_query2.txt,alt_0_2_4_llm_fs_single,text_0_2_4,516
82,overview-landing_cc_0_query2.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,25
83,overview-landing_cc_0_query2.txt,alt_0_2_4_llm_fs_single,image,944
84,overview-landing_cc_0_query2.txt,alt_0_2_4_llm_fs_single,spec,810
85,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2.txt,alt_0_2_4_llm_fs_single,text,1
86,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2.txt,alt_0_2_4_llm_fs_single,text_0_2_4,1
87,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,1
88,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2.txt,alt_0_2_4_llm_fs_single,image,16
89,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2.txt,alt_0_2_4_llm_fs_single,spec,2
90,BRUSH_sw_0_7_s_0_7_cc_1_query1.txt,alt_0_2_4_llm_fs_single,text,355
91,BRUSH_sw_0_7_s_0_7_cc_1_query1.txt,alt_0_2_4_llm_fs_single,text_0_2_4,548
92,BRUSH_sw_0_7_s_0_7_cc_1_query1.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,48
93,BRUSH_sw_0_7_s_0_7_cc_1_query1.txt,alt_0_2_4_llm_fs_single,image,89
94,BRUSH_sw_0_7_s_0_7_cc_1_query1.txt,alt_0_2_4_llm_fs_single,spec,94
95,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query1.txt,alt_0_2_4_llm_fs_single,text,373
96,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query1.txt,alt_0_2_4_llm_fs_single,text_0_2_4,832
97,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query1.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,5
98,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query1.txt,alt_0_2_4_llm_fs_single,image,53
99,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query1.txt,alt_0_2_4_llm_fs_single,spec,622
100,scatterplot_p_0_sw_0_7_s_0_7_cc_0_query.txt,alt_0_2_4_llm_fs_single,text,118
101,scatterplot_p_0_sw_0_7_s_0_7_cc_0_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4,119
102,scatterplot_p_0_sw_0_7_s_0_7_cc_0_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,9
103,scatterplot_p_0_sw_0_7_s_0_7_cc_0_query.txt,alt_0_2_4_llm_fs_single,image,10
104,scatterplot_p_0_sw_0_7_s_0_7_cc_0_query.txt,alt_0_2_4_llm_fs_single,spec,256
105,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2.txt,alt_0_2_4_llm_fs_single,text,614
106,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2.txt,alt_0_2_4_llm_fs_single,text_0_2_4,312
107,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,2
108,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2.txt,alt_0_2_4_llm_fs_single,image,261
109,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2.txt,alt_0_2_4_llm_fs_single,spec,714
110,EX_SPEC_CYTOBANDS_sw_1_2_s_1_2_oc_circular_query.txt,alt_0_2_4_llm_fs_single,text,27
111,EX_SPEC_CYTOBANDS_sw_1_2_s_1_2_oc_circular_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4,1
112,EX_SPEC_CYTOBANDS_sw_1_2_s_1_2_oc_circular_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,1
113,EX_SPEC_CYTOBANDS_sw_1_2_s_1_2_oc_circular_query.txt,alt_0_2_4_llm_fs_single,image,2
114,EX_SPEC_CYTOBANDS_sw_1_2_s_1_2_oc_circular_query.txt,alt_0_2_4_llm_fs_single,spec,628
115,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_bupu_query1.txt,alt_0_2_4_llm_fs_single,text,12
116,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_bupu_query1.txt,alt_0_2_4_llm_fs_single,text_0_2_4,6
117,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_bupu_query1.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,82
118,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_bupu_query1.txt,alt_0_2_4_llm_fs_single,image,1647
119,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_bupu_query1.txt,alt_0_2_4_llm_fs_single,spec,75
120,scatterplot_p_0_sw_1_2_s_1_2_oc_query.txt,alt_0_2_4_llm_fs_single,text,20
121,scatterplot_p_0_sw_1_2_s_1_2_oc_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4,21
122,scatterplot_p_0_sw_1_2_s_1_2_oc_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,2
123,scatterplot_p_0_sw_1_2_s_1_2_oc_query.txt,alt_0_2_4_llm_fs_single,image,1
124,scatterplot_p_0_sw_1_2_s_1_2_oc_query.txt,alt_0_2_4_llm_fs_single,spec,350
125,single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1.txt,alt_0_2_4_llm_fs_single,text,388
126,single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1.txt,alt_0_2_4_llm_fs_single,text_0_2_4,36
127,single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,1
128,single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1.txt,alt_0_2_4_llm_fs_single,image,74
129,single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1.txt,alt_0_2_4_llm_fs_single,spec,538
130,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_0_7_s_1_0_cc_0_query2.txt,alt_0_2_4_llm_fs_single,text,1840
131,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_0_7_s_1_0_cc_0_query2.txt,alt_0_2_4_llm_fs_single,text_0_2_4,1845
132,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_0_7_s_1_0_cc_0_query2.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,646
133,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_0_7_s_1_0_cc_0_query2.txt,alt_0_2_4_llm_fs_single,image,370
134,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_0_7_s_1_0_cc_0_query2.txt,alt_0_2_4_llm_fs_single,spec,1645
135,OVERLAY_TRACKS_LINE_POINT_sw_0_7_s_0_7_cc_0_query.txt,alt_0_2_4_llm_fs_single,text,7
136,OVERLAY_TRACKS_LINE_POINT_sw_0_7_s_0_7_cc_0_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4,8
137,OVERLAY_TRACKS_LINE_POINT_sw_0_7_s_0_7_cc_0_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,30
138,OVERLAY_TRACKS_LINE_POINT_sw_0_7_s_0_7_cc_0_query.txt,alt_0_2_4_llm_fs_single,image,10
139,OVERLAY_TRACKS_LINE_POINT_sw_0_7_s_0_7_cc_0_query.txt,alt_0_2_4_llm_fs_single,spec,2
140,rule-mark_p_0_sw_1_2_s_1_0_cc_0_query.txt,alt_0_2_4_llm_fs_single,text,2
141,rule-mark_p_0_sw_1_2_s_1_0_cc_0_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4,2
142,rule-mark_p_0_sw_1_2_s_1_0_cc_0_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,1
143,rule-mark_p_0_sw_1_2_s_1_0_cc_0_query.txt,alt_0_2_4_llm_fs_single,image,32
144,rule-mark_p_0_sw_1_2_s_1_0_cc_0_query.txt,alt_0_2_4_llm_fs_single,spec,24
145,stratified-point_p_0_sw_0_7_s_0_7_cc_0_query.txt,alt_0_2_4_llm_fs_single,text,162
146,stratified-point_p_0_sw_0_7_s_0_7_cc_0_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4,159
147,stratified-point_p_0_sw_0_7_s_0_7_cc_0_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,8
148,stratified-point_p_0_sw_0_7_s_0_7_cc_0_query.txt,alt_0_2_4_llm_fs_single,image,2
149,stratified-point_p_0_sw_0_7_s_0_7_cc_0_query.txt,alt_0_2_4_llm_fs_single,spec,501
150,EX_SPEC_ALIGNMENT_CHART_sw_1_0_s_1_0_oc_query2.txt,alt_0_2_4_llm_fs_single,text,85
151,EX_SPEC_ALIGNMENT_CHART_sw_1_0_s_1_0_oc_query2.txt,alt_0_2_4_llm_fs_single,text_0_2_4,117
152,EX_SPEC_ALIGNMENT_CHART_sw_1_0_s_1_0_oc_query2.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,1
153,EX_SPEC_ALIGNMENT_CHART_sw_1_0_s_1_0_oc_query2.txt,alt_0_2_4_llm_fs_single,image,5
154,EX_SPEC_ALIGNMENT_CHART_sw_1_0_s_1_0_oc_query2.txt,alt_0_2_4_llm_fs_single,spec,49
155,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query2.txt,alt_0_2_4_llm_fs_single,text,484
156,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query2.txt,alt_0_2_4_llm_fs_single,text_0_2_4,564
157,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query2.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,8
158,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query2.txt,alt_0_2_4_llm_fs_single,image,69
159,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query2.txt,alt_0_2_4_llm_fs_single,spec,2412
160,BRUSH_sw_1_2_s_1_0_oc_query1.txt,alt_0_2_4_llm_fs_single,text,758
161,BRUSH_sw_1_2_s_1_0_oc_query1.txt,alt_0_2_4_llm_fs_single,text_0_2_4,939
162,BRUSH_sw_1_2_s_1_0_oc_query1.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,145
163,BRUSH_sw_1_2_s_1_0_oc_query1.txt,alt_0_2_4_llm_fs_single,image,599
164,BRUSH_sw_1_2_s_1_0_oc_query1.txt,alt_0_2_4_llm_fs_single,spec,55
165,band_connection_p_0_sw_1_0_s_1_0_oc_query.txt,alt_0_2_4_llm_fs_single,text,489
166,band_connection_p_0_sw_1_0_s_1_0_oc_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4,750
167,band_connection_p_0_sw_1_0_s_1_0_oc_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,1
168,band_connection_p_0_sw_1_0_s_1_0_oc_query.txt,alt_0_2_4_llm_fs_single,image,2
169,band_connection_p_0_sw_1_0_s_1_0_oc_query.txt,alt_0_2_4_llm_fs_single,spec,2045
170,OVERLAY_TRACKS_LINE_POINT_sw_1_2_s_1_2_oc_query.txt,alt_0_2_4_llm_fs_single,text,21
171,OVERLAY_TRACKS_LINE_POINT_sw_1_2_s_1_2_oc_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4,20
172,OVERLAY_TRACKS_LINE_POINT_sw_1_2_s_1_2_oc_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,2
173,OVERLAY_TRACKS_LINE_POINT_sw_1_2_s_1_2_oc_query.txt,alt_0_2_4_llm_fs_single,image,29
174,OVERLAY_TRACKS_LINE_POINT_sw_1_2_s_1_2_oc_query.txt,alt_0_2_4_llm_fs_single,spec,1
175,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query1.txt,alt_0_2_4_llm_fs_single,text,659
176,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query1.txt,alt_0_2_4_llm_fs_single,text_0_2_4,405
177,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query1.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,11
178,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query1.txt,alt_0_2_4_llm_fs_single,image,264
179,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query1.txt,alt_0_2_4_llm_fs_single,spec,683
180,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_bupu_query2.txt,alt_0_2_4_llm_fs_single,text,9
181,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_bupu_query2.txt,alt_0_2_4_llm_fs_single,text_0_2_4,11
182,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_bupu_query2.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,176
183,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_bupu_query2.txt,alt_0_2_4_llm_fs_single,image,331
184,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_bupu_query2.txt,alt_0_2_4_llm_fs_single,spec,73
185,band_connection_p_0_sw_1_2_s_1_0_cc_1_query.txt,alt_0_2_4_llm_fs_single,text,208
186,band_connection_p_0_sw_1_2_s_1_0_cc_1_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4,422
187,band_connection_p_0_sw_1_2_s_1_0_cc_1_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,5
188,band_connection_p_0_sw_1_2_s_1_0_cc_1_query.txt,alt_0_2_4_llm_fs_single,image,21
189,band_connection_p_0_sw_1_2_s_1_0_cc_1_query.txt,alt_0_2_4_llm_fs_single,spec,1988
190,circular-heat_p_0_sw_1_2_s_1_0_oc_query.txt,alt_0_2_4_llm_fs_single,text,1
191,circular-heat_p_0_sw_1_2_s_1_0_oc_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4,3
192,circular-heat_p_0_sw_1_2_s_1_0_oc_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,3
193,circular-heat_p_0_sw_1_2_s_1_0_oc_query.txt,alt_0_2_4_llm_fs_single,image,613
194,circular-heat_p_0_sw_1_2_s_1_0_oc_query.txt,alt_0_2_4_llm_fs_single,spec,3
195,POINT_sw_1_2_s_0_7_cc_3_query.txt,alt_0_2_4_llm_fs_single,text,1
196,POINT_sw_1_2_s_0_7_cc_3_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4,1
197,POINT_sw_1_2_s_0_7_cc_3_query.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,1
198,POINT_sw_1_2_s_0_7_cc_3_query.txt,alt_0_2_4_llm_fs_single,image,1
199,POINT_sw_1_2_s_0_7_cc_3_query.txt,alt_0_2_4_llm_fs_single,spec,30
200,single-cell-epi-corces_p_1_sw_1_0_s_1_0_query2.txt,alt_0_2_4_llm_fs_single,text,613
201,single-cell-epi-corces_p_1_sw_1_0_s_1_0_query2.txt,alt_0_2_4_llm_fs_single,text_0_2_4,42
202,single-cell-epi-corces_p_1_sw_1_0_s_1_0_query2.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,2
203,single-cell-epi-corces_p_1_sw_1_0_s_1_0_query2.txt,alt_0_2_4_llm_fs_single,image,1
204,single-cell-epi-corces_p_1_sw_1_0_s_1_0_query2.txt,alt_0_2_4_llm_fs_single,spec,674
205,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_0_7_s_1_0_cc_0_query1.txt,alt_0_2_4_llm_fs_single,text,67
206,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_0_7_s_1_0_cc_0_query1.txt,alt_0_2_4_llm_fs_single,text_0_2_4,85
207,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_0_7_s_1_0_cc_0_query1.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,1
208,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_0_7_s_1_0_cc_0_query1.txt,alt_0_2_4_llm_fs_single,image,13
209,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_0_7_s_1_0_cc_0_query1.txt,alt_0_2_4_llm_fs_single,spec,728
210,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query1.txt,alt_0_2_4_llm_fs_single,text,1086
211,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query1.txt,alt_0_2_4_llm_fs_single,text_0_2_4,1318
212,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query1.txt,alt_0_2_4_llm_fs_single,text_0_2_4_llm_fs_single,227
213,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query1.txt,alt_0_2_4_llm_fs_single,image,204
