,query_file,query_type,target_embedding_type,smallest_k_matched
30,AREA_sw_1_2_s_0_7_cc_2_query.png,imgs,text,151
31,AREA_sw_1_2_s_0_7_cc_2_query.png,imgs,text_0_2_4,154
32,AREA_sw_1_2_s_0_7_cc_2_query.png,imgs,text_0_2_4_llm_fs_single,4
33,AREA_sw_1_2_s_0_7_cc_2_query.png,imgs,image,1
34,AREA_sw_1_2_s_0_7_cc_2_query.png,imgs,spec,2148
35,multi_layer_circular_m_0_sw_1_0_s_0_7_oc_query.png,imgs,text,513
36,multi_layer_circular_m_0_sw_1_0_s_0_7_oc_query.png,imgs,text_0_2_4,26
37,multi_layer_circular_m_0_sw_1_0_s_0_7_oc_query.png,imgs,text_0_2_4_llm_fs_single,189
38,multi_layer_circular_m_0_sw_1_0_s_0_7_oc_query.png,imgs,image,2
39,multi_layer_circular_m_0_sw_1_0_s_0_7_oc_query.png,imgs,spec,24
40,EX_SPEC_CIRCOS_BETWEEN_LINK_sw_1_0_s_1_0_oc_query.png,imgs,text,1
41,EX_SPEC_CIRCOS_BETWEEN_LINK_sw_1_0_s_1_0_oc_query.png,imgs,text_0_2_4,1
42,EX_SPEC_CIRCOS_BETWEEN_LINK_sw_1_0_s_1_0_oc_query.png,imgs,text_0_2_4_llm_fs_single,1
43,EX_SPEC_CIRCOS_BETWEEN_LINK_sw_1_0_s_1_0_oc_query.png,imgs,image,1
44,EX_SPEC_CIRCOS_BETWEEN_LINK_sw_1_0_s_1_0_oc_query.png,imgs,spec,1
45,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query1.png,imgs,text,268
46,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query1.png,imgs,text_0_2_4,377
47,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query1.png,imgs,text_0_2_4_llm_fs_single,107
48,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query1.png,imgs,image,593
49,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query1.png,imgs,spec,22
50,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query1.png,imgs,text,466
51,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query1.png,imgs,text_0_2_4,414
52,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query1.png,imgs,text_0_2_4_llm_fs_single,92
53,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query1.png,imgs,image,58
54,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query1.png,imgs,spec,2698
55,multi_view_circular_ideograms_m_3_sw_1_0_s_1_0_oc_oc_query.png,imgs,text,3
56,multi_view_circular_ideograms_m_3_sw_1_0_s_1_0_oc_oc_query.png,imgs,text_0_2_4,1
57,multi_view_circular_ideograms_m_3_sw_1_0_s_1_0_oc_oc_query.png,imgs,text_0_2_4_llm_fs_single,103
58,multi_view_circular_ideograms_m_3_sw_1_0_s_1_0_oc_oc_query.png,imgs,image,1
59,multi_view_circular_ideograms_m_3_sw_1_0_s_1_0_oc_oc_query.png,imgs,spec,1172
60,multi_layer_circular_m_3_s_0_5_cc_0_query.png,imgs,text,439
61,multi_layer_circular_m_3_s_0_5_cc_0_query.png,imgs,text_0_2_4,475
62,multi_layer_circular_m_3_s_0_5_cc_0_query.png,imgs,text_0_2_4_llm_fs_single,82
63,multi_layer_circular_m_3_s_0_5_cc_0_query.png,imgs,image,4
64,multi_layer_circular_m_3_s_0_5_cc_0_query.png,imgs,spec,266
65,gene_annotation_p_4_sw_1_0_s_1_0_query1.png,imgs,text,81
66,gene_annotation_p_4_sw_1_0_s_1_0_query1.png,imgs,text_0_2_4,244
67,gene_annotation_p_4_sw_1_0_s_1_0_query1.png,imgs,text_0_2_4_llm_fs_single,4
68,gene_annotation_p_4_sw_1_0_s_1_0_query1.png,imgs,image,4
69,gene_annotation_p_4_sw_1_0_s_1_0_query1.png,imgs,spec,358
70,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1.png,imgs,text,58
71,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1.png,imgs,text_0_2_4,256
72,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1.png,imgs,text_0_2_4_llm_fs_single,3
73,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1.png,imgs,image,1
74,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1.png,imgs,spec,53
75,BAR_sw_0_7_s_1_0_cc_2_query.png,imgs,text,1
76,BAR_sw_0_7_s_1_0_cc_2_query.png,imgs,text_0_2_4,1
77,BAR_sw_0_7_s_1_0_cc_2_query.png,imgs,text_0_2_4_llm_fs_single,1
78,BAR_sw_0_7_s_1_0_cc_2_query.png,imgs,image,4
79,BAR_sw_0_7_s_1_0_cc_2_query.png,imgs,spec,2353
80,EX_SPEC_GIVE_sw_1_0_s_1_0_query2.png,imgs,text,947
81,EX_SPEC_GIVE_sw_1_0_s_1_0_query2.png,imgs,text_0_2_4,643
82,EX_SPEC_GIVE_sw_1_0_s_1_0_query2.png,imgs,text_0_2_4_llm_fs_single,29
83,EX_SPEC_GIVE_sw_1_0_s_1_0_query2.png,imgs,image,35
84,EX_SPEC_GIVE_sw_1_0_s_1_0_query2.png,imgs,spec,3008
85,stratified-area_p_0_sw_1_2_s_1_2_oc_query.png,imgs,text,503
86,stratified-area_p_0_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4,507
87,stratified-area_p_0_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4_llm_fs_single,295
88,stratified-area_p_0_sw_1_2_s_1_2_oc_query.png,imgs,image,6
89,stratified-area_p_0_sw_1_2_s_1_2_oc_query.png,imgs,spec,292
90,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2.png,imgs,text,594
91,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2.png,imgs,text_0_2_4,250
92,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2.png,imgs,text_0_2_4_llm_fs_single,21
93,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2.png,imgs,image,435
94,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2.png,imgs,spec,669
95,gene_annotation_p_4_sw_1_0_s_1_0_query3.png,imgs,text,633
96,gene_annotation_p_4_sw_1_0_s_1_0_query3.png,imgs,text_0_2_4,461
97,gene_annotation_p_4_sw_1_0_s_1_0_query3.png,imgs,text_0_2_4_llm_fs_single,12
98,gene_annotation_p_4_sw_1_0_s_1_0_query3.png,imgs,image,10
99,gene_annotation_p_4_sw_1_0_s_1_0_query3.png,imgs,spec,1458
100,multi_layer_circular_m_0_s_2_0_oc_query.png,imgs,text,1
101,multi_layer_circular_m_0_s_2_0_oc_query.png,imgs,text_0_2_4,1
102,multi_layer_circular_m_0_s_2_0_oc_query.png,imgs,text_0_2_4_llm_fs_single,1
103,multi_layer_circular_m_0_s_2_0_oc_query.png,imgs,image,1
104,multi_layer_circular_m_0_s_2_0_oc_query.png,imgs,spec,8
105,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_0_sw_1_2_s_1_2_oc_query2.png,imgs,text,858
106,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_0_sw_1_2_s_1_2_oc_query2.png,imgs,text_0_2_4,1307
107,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_0_sw_1_2_s_1_2_oc_query2.png,imgs,text_0_2_4_llm_fs_single,77
108,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_0_sw_1_2_s_1_2_oc_query2.png,imgs,image,1
109,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_0_sw_1_2_s_1_2_oc_query2.png,imgs,spec,1152
110,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2.png,imgs,text,19
111,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2.png,imgs,text_0_2_4,34
112,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2.png,imgs,text_0_2_4_llm_fs_single,1
113,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2.png,imgs,image,1
114,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2.png,imgs,spec,37
115,multi_layer_circular_m_1_sw_0_7_s_0_7_cc_0_query.png,imgs,text,121
116,multi_layer_circular_m_1_sw_0_7_s_0_7_cc_0_query.png,imgs,text_0_2_4,37
117,multi_layer_circular_m_1_sw_0_7_s_0_7_cc_0_query.png,imgs,text_0_2_4_llm_fs_single,140
118,multi_layer_circular_m_1_sw_0_7_s_0_7_cc_0_query.png,imgs,image,1
119,multi_layer_circular_m_1_sw_0_7_s_0_7_cc_0_query.png,imgs,spec,91
120,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query.png,imgs,text,24
121,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query.png,imgs,text_0_2_4,22
122,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query.png,imgs,text_0_2_4_llm_fs_single,31
123,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query.png,imgs,image,1
124,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query.png,imgs,spec,1741
125,SEMANTIC_ZOOM_SEQUENCE_sw_1_2_s_1_2_oc_query.png,imgs,text,2177
126,SEMANTIC_ZOOM_SEQUENCE_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4,2016
127,SEMANTIC_ZOOM_SEQUENCE_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4_llm_fs_single,3
128,SEMANTIC_ZOOM_SEQUENCE_sw_1_2_s_1_2_oc_query.png,imgs,image,1
129,SEMANTIC_ZOOM_SEQUENCE_sw_1_2_s_1_2_oc_query.png,imgs,spec,3138
130,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query2.png,imgs,text,418
131,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query2.png,imgs,text_0_2_4,391
132,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query2.png,imgs,text_0_2_4_llm_fs_single,1
133,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query2.png,imgs,image,1
134,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query2.png,imgs,spec,2639
135,hic_matrix_sw_1_0_s_1_0_oc_sw_0_7_s_0_7_cc_0_query.png,imgs,text,1
136,hic_matrix_sw_1_0_s_1_0_oc_sw_0_7_s_0_7_cc_0_query.png,imgs,text_0_2_4,2
137,hic_matrix_sw_1_0_s_1_0_oc_sw_0_7_s_0_7_cc_0_query.png,imgs,text_0_2_4_llm_fs_single,1
138,hic_matrix_sw_1_0_s_1_0_oc_sw_0_7_s_0_7_cc_0_query.png,imgs,image,1
139,hic_matrix_sw_1_0_s_1_0_oc_sw_0_7_s_0_7_cc_0_query.png,imgs,spec,2877
140,AREA_sw_0_7_s_1_2_cc_3_query.png,imgs,text,46
141,AREA_sw_0_7_s_1_2_cc_3_query.png,imgs,text_0_2_4,46
142,AREA_sw_0_7_s_1_2_cc_3_query.png,imgs,text_0_2_4_llm_fs_single,5
143,AREA_sw_0_7_s_1_2_cc_3_query.png,imgs,image,1
144,AREA_sw_0_7_s_1_2_cc_3_query.png,imgs,spec,1055
145,LINE_sw_1_2_s_0_7_oc_query.png,imgs,text,16
146,LINE_sw_1_2_s_0_7_oc_query.png,imgs,text_0_2_4,11
147,LINE_sw_1_2_s_0_7_oc_query.png,imgs,text_0_2_4_llm_fs_single,53
148,LINE_sw_1_2_s_0_7_oc_query.png,imgs,image,1
149,LINE_sw_1_2_s_0_7_oc_query.png,imgs,spec,1143
150,LINE_sw_0_7_s_1_2_cc_2_query.png,imgs,text,91
151,LINE_sw_0_7_s_1_2_cc_2_query.png,imgs,text_0_2_4,91
152,LINE_sw_0_7_s_1_2_cc_2_query.png,imgs,text_0_2_4_llm_fs_single,7
153,LINE_sw_0_7_s_1_2_cc_2_query.png,imgs,image,1
154,LINE_sw_0_7_s_1_2_cc_2_query.png,imgs,spec,1531
155,stratified-bar-alt_p_0_sw_1_2_s_1_2_oc_query.png,imgs,text,385
156,stratified-bar-alt_p_0_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4,371
157,stratified-bar-alt_p_0_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4_llm_fs_single,1
158,stratified-bar-alt_p_0_sw_1_2_s_1_2_oc_query.png,imgs,image,1
159,stratified-bar-alt_p_0_sw_1_2_s_1_2_oc_query.png,imgs,spec,204
160,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2.png,imgs,text,557
161,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2.png,imgs,text_0_2_4,913
162,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2.png,imgs,text_0_2_4_llm_fs_single,239
163,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2.png,imgs,image,1
164,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2.png,imgs,spec,822
165,gene_annotation_p_4_sw_1_0_s_1_0_query2.png,imgs,text,315
166,gene_annotation_p_4_sw_1_0_s_1_0_query2.png,imgs,text_0_2_4,306
167,gene_annotation_p_4_sw_1_0_s_1_0_query2.png,imgs,text_0_2_4_llm_fs_single,6
168,gene_annotation_p_4_sw_1_0_s_1_0_query2.png,imgs,image,10
169,gene_annotation_p_4_sw_1_0_s_1_0_query2.png,imgs,spec,388
170,EX_SPEC_GIVE_sw_1_0_s_1_0_query1.png,imgs,text,1551
171,EX_SPEC_GIVE_sw_1_0_s_1_0_query1.png,imgs,text_0_2_4,1225
172,EX_SPEC_GIVE_sw_1_0_s_1_0_query1.png,imgs,text_0_2_4_llm_fs_single,440
173,EX_SPEC_GIVE_sw_1_0_s_1_0_query1.png,imgs,image,73
174,EX_SPEC_GIVE_sw_1_0_s_1_0_query1.png,imgs,spec,2888
175,gene_annotation_p_4_sw_1_0_s_1_0_query6.png,imgs,text,408
176,gene_annotation_p_4_sw_1_0_s_1_0_query6.png,imgs,text_0_2_4,589
177,gene_annotation_p_4_sw_1_0_s_1_0_query6.png,imgs,text_0_2_4_llm_fs_single,158
178,gene_annotation_p_4_sw_1_0_s_1_0_query6.png,imgs,image,13
179,gene_annotation_p_4_sw_1_0_s_1_0_query6.png,imgs,spec,962
180,LINKING_TRACKS_sw_1_2_s_1_2_oc_query2.png,imgs,text,171
181,LINKING_TRACKS_sw_1_2_s_1_2_oc_query2.png,imgs,text_0_2_4,168
182,LINKING_TRACKS_sw_1_2_s_1_2_oc_query2.png,imgs,text_0_2_4_llm_fs_single,5
183,LINKING_TRACKS_sw_1_2_s_1_2_oc_query2.png,imgs,image,1
184,LINKING_TRACKS_sw_1_2_s_1_2_oc_query2.png,imgs,spec,1207
185,heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.png,imgs,text,100
186,heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4,78
187,heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4_llm_fs_single,86
188,heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.png,imgs,image,5
189,heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.png,imgs,spec,239
190,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query1.png,imgs,text,74
191,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query1.png,imgs,text_0_2_4,38
192,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query1.png,imgs,text_0_2_4_llm_fs_single,1
193,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query1.png,imgs,image,1
194,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query1.png,imgs,spec,1
195,TRIANGLE_sw_1_0_s_1_0_oc_query.png,imgs,text,58
196,TRIANGLE_sw_1_0_s_1_0_oc_query.png,imgs,text_0_2_4,1
197,TRIANGLE_sw_1_0_s_1_0_oc_query.png,imgs,text_0_2_4_llm_fs_single,1
198,TRIANGLE_sw_1_0_s_1_0_oc_query.png,imgs,image,1
199,TRIANGLE_sw_1_0_s_1_0_oc_query.png,imgs,spec,474
200,BAR_sw_1_0_s_1_2_cc_0_query.png,imgs,text,1
201,BAR_sw_1_0_s_1_2_cc_0_query.png,imgs,text_0_2_4,1
202,BAR_sw_1_0_s_1_2_cc_0_query.png,imgs,text_0_2_4_llm_fs_single,2
203,BAR_sw_1_0_s_1_2_cc_0_query.png,imgs,image,1
204,BAR_sw_1_0_s_1_2_cc_0_query.png,imgs,spec,2546
205,rule-mark_p_0_sw_0_7_s_0_7_oc_query.png,imgs,text,37
206,rule-mark_p_0_sw_0_7_s_0_7_oc_query.png,imgs,text_0_2_4,37
207,rule-mark_p_0_sw_0_7_s_0_7_oc_query.png,imgs,text_0_2_4_llm_fs_single,1
208,rule-mark_p_0_sw_0_7_s_0_7_oc_query.png,imgs,image,3
209,rule-mark_p_0_sw_0_7_s_0_7_oc_query.png,imgs,spec,1308
210,EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2.png,imgs,text,567
211,EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2.png,imgs,text_0_2_4,3
212,EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2.png,imgs,text_0_2_4_llm_fs_single,1
213,EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2.png,imgs,image,1
214,EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query2.png,imgs,spec,1380
215,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_viridis_query2.png,imgs,text,102
216,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_viridis_query2.png,imgs,text_0_2_4,101
217,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_viridis_query2.png,imgs,text_0_2_4_llm_fs_single,24
218,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_viridis_query2.png,imgs,image,2
219,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_viridis_query2.png,imgs,spec,61
220,arcs_p_0_sw_1_0_s_1_0_oc_query.png,imgs,text,69
221,arcs_p_0_sw_1_0_s_1_0_oc_query.png,imgs,text_0_2_4,69
222,arcs_p_0_sw_1_0_s_1_0_oc_query.png,imgs,text_0_2_4_llm_fs_single,2
223,arcs_p_0_sw_1_0_s_1_0_oc_query.png,imgs,image,1
224,arcs_p_0_sw_1_0_s_1_0_oc_query.png,imgs,spec,593
225,multi_layer_circular_m_3_s_2_0_oc_query.png,imgs,text,347
226,multi_layer_circular_m_3_s_2_0_oc_query.png,imgs,text_0_2_4,308
227,multi_layer_circular_m_3_s_2_0_oc_query.png,imgs,text_0_2_4_llm_fs_single,136
228,multi_layer_circular_m_3_s_2_0_oc_query.png,imgs,image,1
229,multi_layer_circular_m_3_s_2_0_oc_query.png,imgs,spec,158
230,POINT_sw_1_2_s_1_2_oc_query.png,imgs,text,9
231,POINT_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4,3
232,POINT_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4_llm_fs_single,4
233,POINT_sw_1_2_s_1_2_oc_query.png,imgs,image,3
234,POINT_sw_1_2_s_1_2_oc_query.png,imgs,spec,1737
235,gene_annotation_single_3_s_1_2_oc_query.png,imgs,text,298
236,gene_annotation_single_3_s_1_2_oc_query.png,imgs,text_0_2_4,148
237,gene_annotation_single_3_s_1_2_oc_query.png,imgs,text_0_2_4_llm_fs_single,3
238,gene_annotation_single_3_s_1_2_oc_query.png,imgs,image,2
239,gene_annotation_single_3_s_1_2_oc_query.png,imgs,spec,704
240,gene_annotation_p_4_sw_1_0_s_1_0_query5.png,imgs,text,832
241,gene_annotation_p_4_sw_1_0_s_1_0_query5.png,imgs,text_0_2_4,1019
242,gene_annotation_p_4_sw_1_0_s_1_0_query5.png,imgs,text_0_2_4_llm_fs_single,47
243,gene_annotation_p_4_sw_1_0_s_1_0_query5.png,imgs,image,13
244,gene_annotation_p_4_sw_1_0_s_1_0_query5.png,imgs,spec,1821
245,LINKING_TRACKS_sw_1_2_s_1_2_oc_query1.png,imgs,text,176
246,LINKING_TRACKS_sw_1_2_s_1_2_oc_query1.png,imgs,text_0_2_4,198
247,LINKING_TRACKS_sw_1_2_s_1_2_oc_query1.png,imgs,text_0_2_4_llm_fs_single,5
248,LINKING_TRACKS_sw_1_2_s_1_2_oc_query1.png,imgs,image,1
249,LINKING_TRACKS_sw_1_2_s_1_2_oc_query1.png,imgs,spec,1130
250,OVERLAY_TRACKS_BAR_POINT_sw_1_0_s_1_0_oc_query.png,imgs,text,1
251,OVERLAY_TRACKS_BAR_POINT_sw_1_0_s_1_0_oc_query.png,imgs,text_0_2_4,1
252,OVERLAY_TRACKS_BAR_POINT_sw_1_0_s_1_0_oc_query.png,imgs,text_0_2_4_llm_fs_single,1
253,OVERLAY_TRACKS_BAR_POINT_sw_1_0_s_1_0_oc_query.png,imgs,image,1
254,OVERLAY_TRACKS_BAR_POINT_sw_1_0_s_1_0_oc_query.png,imgs,spec,46
255,EX_SPEC_CIRCULR_RANGE_sw_0_7_s_0_7_cc_0_query.png,imgs,text,10
256,EX_SPEC_CIRCULR_RANGE_sw_0_7_s_0_7_cc_0_query.png,imgs,text_0_2_4,10
257,EX_SPEC_CIRCULR_RANGE_sw_0_7_s_0_7_cc_0_query.png,imgs,text_0_2_4_llm_fs_single,2
258,EX_SPEC_CIRCULR_RANGE_sw_0_7_s_0_7_cc_0_query.png,imgs,image,1
259,EX_SPEC_CIRCULR_RANGE_sw_0_7_s_0_7_cc_0_query.png,imgs,spec,411
260,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query2.png,imgs,text,1
261,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query2.png,imgs,text_0_2_4,1
262,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query2.png,imgs,text_0_2_4_llm_fs_single,1
263,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query2.png,imgs,image,1
264,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query2.png,imgs,spec,1
265,circular-line_p_0_sw_0_7_s_1_2_oc_query.png,imgs,text,131
266,circular-line_p_0_sw_0_7_s_1_2_oc_query.png,imgs,text_0_2_4,131
267,circular-line_p_0_sw_0_7_s_1_2_oc_query.png,imgs,text_0_2_4_llm_fs_single,6
268,circular-line_p_0_sw_0_7_s_1_2_oc_query.png,imgs,image,1
269,circular-line_p_0_sw_0_7_s_1_2_oc_query.png,imgs,spec,1374
270,circular-point-first_p_0_sw_1_0_s_0_7_cc_0_query.png,imgs,text,637
271,circular-point-first_p_0_sw_1_0_s_0_7_cc_0_query.png,imgs,text_0_2_4,157
272,circular-point-first_p_0_sw_1_0_s_0_7_cc_0_query.png,imgs,text_0_2_4_llm_fs_single,11
273,circular-point-first_p_0_sw_1_0_s_0_7_cc_0_query.png,imgs,image,1
274,circular-point-first_p_0_sw_1_0_s_0_7_cc_0_query.png,imgs,spec,1574
275,EX_SPEC_CIRCULR_RANGE_sw_1_0_s_1_0_cc_2_query.png,imgs,text,1
276,EX_SPEC_CIRCULR_RANGE_sw_1_0_s_1_0_cc_2_query.png,imgs,text_0_2_4,1
277,EX_SPEC_CIRCULR_RANGE_sw_1_0_s_1_0_cc_2_query.png,imgs,text_0_2_4_llm_fs_single,1
278,EX_SPEC_CIRCULR_RANGE_sw_1_0_s_1_0_cc_2_query.png,imgs,image,1
279,EX_SPEC_CIRCULR_RANGE_sw_1_0_s_1_0_cc_2_query.png,imgs,spec,919
280,circular-line_p_0_sw_1_2_s_1_2_cc_0_query.png,imgs,text,84
281,circular-line_p_0_sw_1_2_s_1_2_cc_0_query.png,imgs,text_0_2_4,84
282,circular-line_p_0_sw_1_2_s_1_2_cc_0_query.png,imgs,text_0_2_4_llm_fs_single,2
283,circular-line_p_0_sw_1_2_s_1_2_cc_0_query.png,imgs,image,1
284,circular-line_p_0_sw_1_2_s_1_2_cc_0_query.png,imgs,spec,282
285,multi_view_circular_ideograms_m_0_sw_1_0_s_1_0_oc_oc_query.png,imgs,text,3
